,genres,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,key,mode,id
336,british soul,0.2191458015739669,0.6167440870445345,253991.894464125,0.6190764447657605,0.0447519669867974,0.1616701268909453,-8.192238793281275,0.0931837778500739,118.54849140718788,0.5498663039489751,51.98150231347599,9,1,336
337,british soundtrack,0.6547801638089185,0.2541742803540917,231004.58475364503,0.2622265889531894,0.8002068785769549,0.1454588146809348,-17.680510706823966,0.0462118959137686,99.76396693247874,0.1013164020304273,47.96754779370026,10,1,337
338,britpop,0.1064072257223553,0.4903238523311314,240338.4705161591,0.7400537511978608,0.0900408117332407,0.208542098059471,-7.997684825012935,0.050509941097579,123.01815465519482,0.5794569737024696,46.86373352874516,7,1,338
339,broadway,0.6577554258476283,0.5162218924671955,233206.62415780555,0.3998262593187501,0.0297819576734087,0.1916350049032808,-11.243917279446691,0.1337684315896072,115.8661739536118,0.4622397824642996,36.873853041580674,0,1,339
340,broken beat,0.1623,0.5985,270486.5,0.5755,0.2382459999999999,0.09545,-9.55,0.1702499999999999,114.1265,0.6380000000000001,35.5,6,1,340
341,bronx hip hop,0.1125997991193426,0.7686822341684612,273277.6626496095,0.7010753765793171,0.0121850871867795,0.2340158380323473,-7.872185401472477,0.2590666095362214,109.0937777318645,0.6413773853746404,42.43235579853038,1,1,341
342,brooklyn indie,0.1862654205988456,0.5345959595959595,233887.40854978355,0.7076598124098122,0.2074673696284271,0.1523394841269841,-6.9267231240981255,0.0554462842712842,123.8686235569986,0.5496932539682541,50.67171717171718,6,1,342
343,brostep,0.060879503754344,0.6220199949073597,241214.44428212848,0.7819211418958356,0.1554469542442226,0.2012971977985298,-5.3595277133091495,0.1107526409059177,129.7576591065754,0.3857567714186533,54.60375787261152,1,1,343
344,brutal death metal,0.0001642209682539,0.2642958333333333,251718.57063492064,0.9407974206349206,0.5441561051587301,0.2058395833333333,-8.237541269841271,0.1032376587301587,121.78258948412696,0.2600157936507936,38.31706349206349,1,1,344
345,brutal deathcore,0.1108089576923076,0.5315576923076923,235991.03846153844,0.86825,0.0081452757692307,0.1522326923076923,-5.789903846153847,0.1108980769230769,119.03373076923074,0.4148846153846153,37.59615384615385,7,1,345
346,bubble trance,0.0096202,0.6220000000000001,260189.4,0.8938,0.38392,0.1676,-8.122599999999998,0.0444,133.48579999999998,0.5182,55.4,10,0,346
347,bubblegum dance,0.0710302066974408,0.6994648526077096,228126.00513443467,0.8687660187884676,0.0874118723326044,0.2074640419501133,-6.630898283122773,0.0477612908973113,128.8839379494655,0.7324243278263688,54.82290249433108,7,1,347
348,bubblegum pop,0.3964384605649979,0.553161634475983,179650.1458445304,0.5675061538441302,0.0162532312553313,0.2006593376226029,-10.124183786812502,0.0531259373036819,120.26963590943718,0.6748805952835422,36.20333716494401,9,1,348
349,buffalo ny indie,0.2990411764705882,0.5491838235294118,240432.17647058825,0.5787132352941177,0.00088793125,0.11735,-11.04929411764706,0.0803595588235294,120.20076470588236,0.4716338235294117,45.95588235294117,2,1,349
350,buffalo ny metal,0.0015140775,0.2852916666666667,208025.29166666663,0.9741666666666666,0.3384205916666666,0.17995,-5.949958333333334,0.1118833333333333,117.91820833333334,0.3157833333333333,43.66666666666667,2,1,350
351,bulgarian folk,0.847,0.179,131707.0,0.287,8.24e-06,0.361,-15.415,0.0395,92.063,0.18,27.0,5,1,351
352,burmese traditional,0.8865999999999999,0.4749999999999999,177167.8,0.0763399999999999,0.22263747,0.17604,-25.949,0.1004999999999999,105.7236,0.5974,0.6,1,1,352
353,bush ballad,0.7768,0.6228,210610.6,0.2734,1.804e-05,0.1051199999999999,-13.450399999999998,0.0350199999999999,108.7742,0.6096,42.6,5,1,353
354,c-pop,0.5883141544162068,0.5399732671885165,252667.95233347625,0.4103923158140102,0.0069382008612496,0.1889083536918449,-10.518601306530575,0.0344686393226551,115.51277620875688,0.3628171992948898,42.6371849450772,7,1,354
355,c86,0.1905960172619046,0.4694978632478632,216041.45924908423,0.7254787087912088,0.3140395188217338,0.2317678571428572,-9.821352869352868,0.0476402396214896,130.9815048840049,0.6476248473748473,36.56982600732601,7,1,355
356,cabaret,0.8588694794050342,0.5112167293233082,183110.44301378445,0.276150706249319,0.0220252377919254,0.2389770739348371,-14.258745041952713,0.106690382614144,110.20820913016236,0.5250506537811921,12.329943064182192,0,1,356
357,cajun,0.3720989898989899,0.5016464646464646,174893.51515151517,0.562959595959596,0.0431506193939393,0.1887282828282828,-9.025777777777778,0.0509686868686868,147.38780808080807,0.6751818181818182,22.929292929292927,7,1,357
358,calgary indie,0.203,0.446,299853.0,0.614,0.0115,0.361,-9.82,0.0379,132.05,0.779,51.0,6,0,358
359,cali rap,0.1450449318548116,0.7695615902337285,199691.36024364785,0.6076122629129301,0.0094727138129568,0.1753362389990874,-7.67912824536544,0.2120893183178629,109.02737965257366,0.4906909017749699,57.252206292988106,1,1,359
360,calming instrumental,0.8492810528430776,0.3895562487442235,190389.75972473377,0.1695600512356841,0.7516723263672896,0.1477488095238094,-22.373037904360057,0.064195623869801,94.82597709463528,0.267762631103074,58.59983926059876,1,1,360
361,calypso,0.8523874177953972,0.5986615793161859,180961.92529328444,0.4565122767990718,0.2431733275512355,0.2477983600929198,-10.984657153814492,0.1178314597941887,109.2977966594802,0.8056908451503267,5.698875889180376,5,1,361
362,cambodian rock,0.0286067238095238,0.519904761904762,180360.29523809525,0.7074666666666667,0.1892323809523809,0.2391771428571428,-6.873866666666666,0.0437685714285714,125.02555238095238,0.8377619047619047,24.809523809523814,0,1,362
363,cambridge choir,0.8879975757575757,0.3012287272727272,264023.4103030303,0.1738441212121212,0.5210268884848485,0.1442036363636364,-21.244115151515157,0.0435400606060606,105.19935515151516,0.1862474545454545,38.89272727272727,7,1,363
364,cambridgeshire indie,0.795,0.358,252960.0,0.546,0.0586,0.111,-8.927,0.0296,106.489,0.264,64.0,0,0,364
365,canadian americana,0.6681833333333332,0.5740000000000001,266089.61666666664,0.2878616666666667,0.2619402333333334,0.1241666666666666,-15.93485,0.0435366666666666,112.91108333333332,0.3446049999999999,51.18333333333333,7,1,365
366,canadian blues,0.1574065476190476,0.5930317460317461,215598.0,0.7081865079365081,0.0024781339682539,0.2079420634920634,-9.715698412698414,0.0884539682539682,109.33473015873015,0.5923849206349205,33.7063492063492,11,1,366
367,canadian ccm,0.162182822172619,0.5416488095238096,246054.7552083333,0.7298876488095238,0.0002672543824404,0.1327776785714285,-5.522323660714286,0.0674090773809523,123.24749516369047,0.4694501488095239,51.540550595238095,4,1,367
368,canadian celtic,0.3797863559969442,0.5322451107715814,230132.9999618029,0.647831359816654,0.0236192552635599,0.1958800611153552,-8.321648624904507,0.0731439304812834,133.34279656226127,0.7241304430863255,42.204010695187165,7,1,368
369,canadian children's music,0.7599912280701755,0.7704758771929824,92558.41885964911,0.3493059210526316,0.0031109353289473,0.1800449561403508,-10.536287280701751,0.0696328947368421,107.26254385964911,0.8087587719298245,34.58552631578947,3,1,369
370,canadian choir,0.969,0.117,145840.0,0.0866,0.6779999999999999,0.0788,-24.17,0.0412,79.267,0.0366,2.0,9,1,370
371,canadian classical,0.939314393939394,0.246280303030303,375824.6666666667,0.1648218181818181,0.6256041497727273,0.1700719696969697,-19.17186363636364,0.0362749999999999,93.4759393939394,0.1877405303030303,21.768939393939394,7,0,371
372,canadian comedy,0.7565,0.4275,161820.0,0.4355,1.34e-05,0.261,-12.322,0.1016,113.956,0.3305,40.5,7,1,372
373,canadian contemporary country,0.2342980256410256,0.6123724358974358,211390.92820512824,0.6949064102564102,0.0170881707948718,0.1719971794871795,-6.941305128205128,0.0557187179487179,120.14894615384615,0.5358884615384615,54.10961538461538,11,1,373
374,canadian contemporary r&b,0.3266007038392753,0.6182129510772367,249060.95965028103,0.5788937456473172,0.0257057100934329,0.2034208734894449,-8.237514595207452,0.12415407998908,114.93612241485458,0.4643381142645428,53.963776624490905,0,1,374
375,canadian country,0.3747743270105029,0.6105210423038395,210771.49134444975,0.5686368729032564,0.0059194606896093,0.1653933709117204,-8.427745559423046,0.0454969887353746,112.04841410686132,0.5110557578950178,47.08803837411241,1,1,375
376,canadian electronic,0.0575541084383753,0.607718487394958,294011.143732493,0.7411008403361345,0.2718504930322128,0.2507796218487395,-5.968262605042017,0.0735325805322128,130.97400542717088,0.2809927170868347,56.570378151260506,2,1,376
377,canadian electropop,0.0440223869047619,0.6602273809523809,205242.02857142853,0.7327714285714285,0.2432713363095238,0.146955,-5.661489285714285,0.0804872619047619,122.68555595238097,0.3699952380952381,57.13214285714286,3,1,377
378,canadian experimental,0.6095357142857143,0.3409999999999999,290190.2857142857,0.1765285714285714,0.3993071428571428,0.1956999999999999,-20.129785714285717,0.0486428571428571,125.75764285714284,0.2333714285714286,37.35714285714286,7,1,378
379,canadian folk,0.6099499544208358,0.5699567584721545,242092.18714293884,0.3909611018334455,0.0458052269073786,0.1431094905465787,-12.092651449008942,0.0366522359389006,111.17617148937688,0.4116597855273572,49.12801173480744,4,1,379
380,canadian hardcore,0.004948263,0.3893999999999999,253329.4,0.9284,0.33267435,0.1793,-6.4975000000000005,0.07846,113.20750000000002,0.4317,41.2,1,1,380
381,canadian hip hop,0.1805218946752522,0.7463352538614489,194270.7308003405,0.5961556708198107,0.0274556451211684,0.1864572204591209,-7.727138315848475,0.1674832368183809,119.24034999952246,0.5503430786902933,59.34112711067381,1,1,381
382,canadian house,0.172,0.705,470093.0,0.403,0.00201,0.615,-9.7,0.0438,114.992,0.155,61.0,0,1,382
383,canadian indie,0.2996764064674098,0.5700226256243446,246953.79384689563,0.6272015177038339,0.0551775358180144,0.1726242467871807,-8.71585699119252,0.0628270731394088,122.0671637176274,0.5708496155815069,45.33931299880908,9,1,383
384,canadian indie folk,0.752,0.49075,243466.75,0.407,0.2110674999999999,0.1229499999999999,-13.605,0.033525,135.65550000000002,0.3165,48.0,1,1,384
385,canadian indigenous,0.2627545454545454,0.6133333333333333,236316.24242424243,0.513969696969697,0.0207654066666666,0.1035060606060606,-10.417878787878788,0.0630484848484848,124.11057575757576,0.6075545454545453,38.24242424242424,3,1,385
386,canadian latin,0.19352,0.6970285714285716,251796.4857142857,0.6828285714285713,0.0034956382857142,0.1749228571428571,-5.977285714285713,0.0667885714285714,111.18002857142858,0.6335999999999997,50.65714285714286,10,1,386
387,canadian metal,0.0282787937415624,0.4341130843086242,254167.4136734008,0.8496542813739062,0.1386014760794663,0.2601449732472015,-6.814399176456925,0.0729109614008432,128.1254676078342,0.4338216828236083,39.18784575965385,11,1,387
388,canadian metalcore,0.00115,0.313,219587.0,0.961,0.0,0.12,-4.51,0.193,138.721,0.21,45.0,5,1,388
389,canadian modern jazz,0.3685000000000001,0.5456666666666666,256098.5,0.5303333333333334,0.560412,0.1408333333333333,-7.5855000000000015,0.0420333333333333,113.76283333333332,0.311,55.5,0,0,389
390,canadian pop,0.2973808621137127,0.5846442461966623,227653.74985522663,0.6088918114103303,0.0226425967900021,0.173336319202117,-7.317429114071284,0.0796877982133623,121.78608623055312,0.4623346495628163,53.66457458480427,7,1,390
391,canadian pop punk,0.1295988990603506,0.4735422842197036,204381.5537150053,0.7893336239465271,0.0016868566463237,0.1545844521941296,-5.283342342342344,0.0642956311149859,147.02873941683623,0.5352059478833672,51.71142109851788,8,1,391
392,canadian post-hardcore,0.0647497535362318,0.3979579710144927,227738.28985507245,0.8735840579710145,0.001840294057971,0.2058408695652173,-5.100169565217391,0.1101957971014492,125.18444347826087,0.3871913043478261,45.80869565217391,5,1,392
393,canadian post-rock,0.4792755999999999,0.1470833333333333,669074.3333333334,0.55875,0.7985000000000001,0.1203916666666666,-10.905416666666666,0.0590333333333333,99.61516666666664,0.0579416666666666,43.833333333333336,11,1,393
394,canadian psychedelic,0.3889068428571429,0.4141345238095238,236080.7369047619,0.5345845238095237,0.1774637650357143,0.1678311904761905,-11.569090476190471,0.0454083333333333,127.90127142857143,0.4873138095238095,39.30595238095238,7,1,394
395,canadian punk,0.0233732975251674,0.4668083708341772,207759.91655820044,0.8812522854232532,0.0748998712558453,0.2542525615057874,-5.041178087178087,0.068192853469305,138.10249226352454,0.578853834479641,46.7125612415935,10,1,395
396,canadian rock,0.1031141287042256,0.5192371709728737,235354.4567672185,0.7566236091175915,0.0827288779572983,0.1712558610286506,-7.094521560216223,0.0532678360575612,131.89252466739475,0.5427130774258385,45.97945117711077,9,1,396
397,canadian rockabilly,0.602625,0.538,156196.5,0.896375,0.0076301,0.224175,-5.599,0.10045,97.835,0.832125,28.75,9,1,397
398,canadian singer-songwriter,0.4637610283032445,0.567849381288518,237376.21469755445,0.4600372849641913,0.0337671503109013,0.1833170072697533,-11.826649389007994,0.0465486145177391,116.9808239599434,0.5243913665902032,41.30027103141212,9,1,398
399,canadian soundtrack,0.6741999747474748,0.2705845959595959,227387.8333333333,0.2837886868686869,0.7411909637752525,0.1155915404040404,-17.055042929292927,0.0419486111111111,115.53030303030302,0.1378980429292929,43.99558080808081,2,1,399
400,cancion infantil mexicana,0.5578000000000001,0.4976,189587.0,0.2998,1.1759999999999998e-06,0.1954999999999999,-13.1816,0.11456,97.192,0.4367599999999999,57.6,0,1,400
401,cancion melodica,0.506354141004799,0.5254364119112275,219314.26288639137,0.5154284969492176,0.0030591785087491,0.2089312776510551,-9.709262679985487,0.0568673024250161,112.68247132412692,0.5869942701223008,40.88565911407908,7,1,401
402,candomble,0.9,0.621,161373.0,0.758,0.00216,0.121,-9.981,0.106,87.435,0.695,14.0,6,0,402
403,candy pop,0.0936826738634305,0.5457200862393353,214508.2255596594,0.7763325891217557,0.0610791337959569,0.2056093156375836,-5.577242766266293,0.0653526037550249,134.56857877454482,0.5084972393493932,49.43052010409587,2,1,403
404,cantautor,0.4375637917542499,0.5553331990822438,236692.6954821211,0.5444290966730025,0.0082304088071428,0.2422477069544459,-10.113121141735148,0.0786175402782855,120.19368642513146,0.5405580616341,50.33198866188937,7,1,404
405,cante flamenco,0.4,0.5920000000000001,205773.0,0.883,0.888,0.0482,-6.81,0.0284,106.467,0.947,40.0,2,1,405
406,canterbury scene,0.3249974076721408,0.419768678274634,342127.99645055627,0.5441457063711912,0.3319416508069515,0.2119026906630611,-11.850287500000002,0.061631891186299,116.06262329343096,0.4082251778569229,32.334097854284835,2,1,406
407,canto popular uruguayo,0.589,0.4920000000000001,359867.0,0.3720000000000001,5.75e-06,0.11,-14.603,0.0359,135.319,0.545,37.0,11,0,407
408,cantopop,0.5943619825783972,0.5732664537359659,239361.2973383662,0.434968904374758,0.0006975462882307,0.1617355662020906,-9.853464953542392,0.0325514769647696,116.44153146535037,0.3641387127371274,44.82304490902052,0,1,408
409,canzone d'autore,0.5464411904761906,0.4786428571428572,252176.6238095238,0.4518440476190476,0.0050773137142857,0.1596382142857142,-11.267235714285716,0.0706858333333333,116.42135476190478,0.469607619047619,45.84047619047619,0,1,409
410,canzone genovese,0.9045405405405406,0.5115825825825827,181699.78378378376,0.2539576576576576,0.1853400018018017,0.1686462462462462,-14.417087087087092,0.1311054054054054,125.0234804804805,0.6052792792792792,26.23123123123124,7,1,410
411,canzone napoletana,0.8824575685177565,0.3843900786732399,208585.06963360892,0.2802397210586296,0.1295504482483769,0.2070078103217612,-12.799298086255243,0.0701371540554458,108.93311783497356,0.374222746795002,9.590004953911684,2,1,411
412,cape breton folk,0.955,0.557,180773.0,0.178,0.0,0.27,-13.130999999999998,0.0436,65.959,0.41,0.0,11,1,412
413,cape town indie,0.561,0.342,275040.0,0.7,0.00121,0.0994,-5.955,0.0449,150.04,0.118,49.0,8,1,413
414,cape verdean folk,0.77875,0.6177500000000001,270966.75,0.4550000000000001,0.0002308,0.146575,-11.742,0.035875,108.6985,0.607,53.5,4,1,414
415,carnatic,0.8323368628683144,0.5687454981846112,229653.7335777126,0.4358170597681888,0.318543585279535,0.2165755819717916,-11.449687814201924,0.0854911133221617,115.06656816785366,0.7321234691383883,6.976092724479821,10,1,415
416,carnatic instrumental,0.7377083333333333,0.5564791666666667,192829.41666666663,0.4399583333333333,0.5282475254166666,0.3347291666666667,-13.849937499999998,0.0641458333333333,136.06758333333337,0.7757291666666667,4.0,0,1,416
417,carnatic vocal,0.908030044686496,0.5453420890937019,317650.4835777126,0.3863966052227342,0.245364730620444,0.2074721728808825,-11.427432132383746,0.088367249685798,113.32063634967184,0.674106423683843,9.157910906298005,10,1,417
418,cartoon,0.3881604121372772,0.6587565712215714,138401.9922176022,0.6154463041013042,0.024900754386414,0.1887841084861085,-8.623044827064827,0.1537912559377559,115.60135930479429,0.693086911736912,40.218441378441376,7,1,418
419,cathedral choir,0.968,0.127,235200.0,0.0222,0.219,0.108,-28.677,0.0518,66.643,0.039,37.0,8,1,419
420,catstep,0.0728832601398601,0.5559751165501164,240999.2191724941,0.7871464452214452,0.2957676388927738,0.1742917832167832,-4.96821153846154,0.0856928263403263,133.10279184149186,0.3361972027972028,56.73566433566434,11,1,420
421,ccm,0.2358151243734358,0.4858315814461665,277193.5962360698,0.6001990781168065,0.0081052972104017,0.2054314162006084,-7.265842643108895,0.0481839992253624,120.91726933171503,0.351922009878412,50.43568863245693,11,1,421
422,cedm,0.0528183333333333,0.6085,209969.43333333332,0.8162333333333334,6.371999999999999e-06,0.1051166666666666,-4.367233333333333,0.0724933333333333,140.5867,0.5095133333333334,49.8,2,1,422
423,cello,0.6974580027017898,0.4027795001688618,247485.2666030952,0.2922678169139996,0.5188391975882551,0.1409064048314361,-15.8717188251187,0.0538129427657587,116.58046028766115,0.3195833382998589,22.050509565528337,7,1,423
424,celtic,0.6367029285733282,0.4823856293164498,229929.60404682497,0.4447090969214985,0.1082993121241774,0.17933915629,-11.771179113064315,0.0603727396146841,115.6524565259242,0.5387638147150112,38.64009088550668,7,1,424
425,celtic harp,0.963,0.3229999999999999,352573.0,0.0679,0.522,0.327,-23.649,0.0369,145.44299999999996,0.263,36.0,4,0,425
426,celtic metal,0.0147078,0.4485714285714286,270862.7142857143,0.8941428571428571,0.0012593314285714,0.2687071428571428,-4.802142857142859,0.07535,118.92907142857143,0.3938571428571429,57.35714285714286,11,0,426
427,celtic punk,0.2327276643175246,0.5648500520532098,181127.4329959514,0.7750518218623481,0.0552440738811451,0.2576705494505495,-6.776291093117409,0.14116251156738,133.3931611046848,0.7543496587622902,44.83303932909196,7,1,427
428,celtic rock,0.2884637460595651,0.5177185597927795,223386.38359895576,0.6549554322396373,0.0402377081144209,0.1883700847369039,-8.771164287676187,0.0607241761134996,128.90620548157148,0.6185419497310577,44.957822716028254,7,1,428
429,cha-cha-cha,0.8042373826291078,0.6097288732394366,186972.48973004692,0.3819955985915493,0.0985411578080985,0.1982472124413146,-12.65493515258216,0.0579635856807511,110.74897769953051,0.7529744718309859,11.836854460093898,7,1,429
430,chakra,0.9672857142857144,0.2072857142857143,462918.1428571429,0.1310428571428571,0.9024285714285716,0.1044142857142857,-19.620571428571427,0.0370571428571428,91.60871428571429,0.0635285714285714,47.85714285714285,4,0,430
431,chamber choir,0.9549223416965352,0.2078045400238949,274267.4671445639,0.2021751732377538,0.4714339530704898,0.1643103942652329,-19.087513739546,0.0450136200716846,91.42964874551971,0.1575940262843488,30.67383512544803,2,1,431
432,chamber ensemble,0.858,0.292,169907.0,0.456,0.938,0.172,-14.098,0.0378,149.393,0.511,49.0,7,0,432
433,chamber folk,0.5827333333333334,0.573111111111111,213323.3333333333,0.4655555555555555,0.0866709933333333,0.1375333333333333,-9.89277777777778,0.0551444444444444,128.36777777777775,0.4020000000000001,56.44444444444445,7,1,433
434,chamber orchestra,0.9061976751633972,0.3470980594604394,309288.52695142064,0.1365609836823836,0.627598601733039,0.1588210653095791,-22.590450616492813,0.0493756879650416,101.15823376154913,0.2877510812882115,36.29786416358307,2,1,434
435,chamber pop,0.5022933437449895,0.5141618714927048,248454.9754258858,0.4806170826118325,0.1289961769961921,0.1407504043209877,-10.793466312930898,0.0446857505010421,118.8110468406285,0.4175599417588583,49.67904701779702,9,1,435
436,chamber psych,0.3083112652511962,0.5586042770825667,254391.78003619183,0.5555260734879156,0.3042052658413077,0.1898845920745921,-10.40193456937799,0.0477393801374064,117.80991298000248,0.470470811863575,47.3738038277512,2,1,436
437,champeta,0.1533675,0.6373583333333332,225738.24166666664,0.7775958333333335,6.339166666666667e-07,0.1688216666666666,-6.199233333333334,0.0931958333333333,124.5334458333333,0.7062916666666665,38.98333333333333,5,1,437
438,channel islands indie,0.292,0.7115,210080.0,0.603,0.00530239,0.1395,-7.1035,0.1245,99.39,0.601,69.0,10,1,438
439,channel pop,0.6374964285714286,0.4970857142857143,207252.58392857143,0.3950928571428571,7.781160714285712e-06,0.12626375,-7.636369642857144,0.0485633928571428,139.17497142857144,0.3858928571428572,57.82142857142857,11,1,439
440,chanson,0.5947630731799549,0.5333034045219432,212773.12548799368,0.4344087070538954,0.0384911262449632,0.1883971007852646,-11.213521184827428,0.0612393607806804,113.67096877100109,0.5148595845766063,39.54262279959879,7,1,440
441,chanson paillarde,0.3844923076923076,0.6566923076923076,184328.15384615387,0.5980769230769232,0.0048050584615384,0.1593307692307692,-8.422076923076922,0.0495230769230769,120.9803076923077,0.7243076923076924,42.30769230769232,9,0,441
442,chaotic hardcore,0.078029625,0.42775,169739.08333333334,0.7559999999999999,0.0032012633333333,0.20675,-6.156083333333332,0.1187833333333333,123.71825,0.3165,42.16666666666666,2,1,442
443,charanga,0.7323455933865771,0.6222100322264257,234501.05975900232,0.4746476810985009,0.021618361745131,0.1259349166316379,-10.687470015412638,0.0852323805520526,99.25644731679978,0.8203867171080286,25.579445145018912,5,1,443
444,charlotte nc indie,0.18123975,0.6200000000000001,235597.75,0.6912500000000001,9.25e-05,0.199925,-7.770000000000001,0.2274,118.71125,0.38175,61.25,0,1,444
445,charlottesville indie,0.1323242857142857,0.5521428571428573,218845.57142857145,0.6622857142857143,1.324285714285714e-05,0.1399,-6.043142857142858,0.0503,122.06642857142856,0.4041428571428572,54.0,6,1,445
446,chattanooga indie,0.8390000000000001,0.652,186600.0,0.303,0.0,0.0949,-14.67,0.0299,90.023,0.7490000000000001,49.0,7,1,446
447,chicago blues,0.5741276989644071,0.5618459308200027,239799.27261432,0.4562843449875192,0.109224000557702,0.1736129816016322,-12.03454837615762,0.0657127607881564,119.75963970176068,0.641533818509827,27.776217487104187,0,1,447
448,chicago drill,0.2122035225830534,0.6747441955953714,216914.43834453152,0.6478782474804031,0.1381576340103583,0.2137107246173945,-6.137736377068557,0.129418632418813,124.3941184117208,0.4547530281821574,58.84253297250218,1,1,448
449,chicago hardcore,0.0124041671394799,0.342966903073286,223435.29078014183,0.9073829787234045,0.08054108,0.216881560283688,-7.601671394799055,0.0688283687943262,124.6929692671395,0.4855082742316785,38.709219858156025,11,0,449
450,chicago house,0.0500768641247641,0.7317921911421911,338840.9418081919,0.7184077533577535,0.2612873904839604,0.1690690076590076,-9.544956360306362,0.0678050849150849,123.95490657120658,0.6301927505827505,46.30194250194251,11,1,450
451,chicago indie,0.1712562356698649,0.5480526008351102,202375.01936966952,0.6690866249111584,0.1212704443720016,0.2093135545486851,-7.658187824271499,0.0883990680525941,127.74737277452024,0.5367445617892679,49.888177416488986,2,1,451
452,chicago pop punk,0.1490375,0.3822500000000001,253027.0,0.7975,0.07,0.200225,-5.3362500000000015,0.054875,140.0075,0.35025,51.25,6,1,452
453,chicago punk,0.0396787816127752,0.4312417384051885,191399.8418019784,0.8575715343878313,0.0544570882510964,0.2161682393733669,-6.50081091941956,0.0883087593901642,140.58031852486934,0.574717697251773,41.24427258305337,8,1,453
454,chicago rap,0.1816515409309402,0.6823386760189872,238659.1119510001,0.6645441317792534,0.0425457262364893,0.2050325929075412,-6.888704928452386,0.195333414274936,118.66008059058008,0.5257651241991538,53.92635746038185,1,1,454
455,chicago soul,0.5090873689532441,0.5748407973558797,206273.4427870737,0.517449013690947,0.0099429045696378,0.2076096753370016,-10.083058887414012,0.0462043937438182,118.45942510406978,0.7136265552309754,32.960202701898524,7,1,455
456,chicano punk,0.0762477787878788,0.435209595959596,161833.62878787878,0.869517676767677,0.2109613097979798,0.2676772727272727,-6.616378787878787,0.091725,126.94104292929292,0.5633383838383837,33.81060606060606,4,1,456
457,chicano rap,0.1687646412360516,0.7665165241267161,257757.8741351641,0.6158357474516937,0.0094080883250022,0.1849264682767382,-7.570751168926229,0.1724489603806905,109.04607372949717,0.5919495833147509,42.785614398969045,1,1,457
458,chicha,0.4785542727272727,0.6625709956709955,262624.3458874459,0.6310393939393939,0.0507631587532467,0.1619412554112554,-8.326604761904763,0.0492941991341991,113.85397186147183,0.7833861471861472,46.75757575757576,9,0,458
459,chihuahua indie,0.6566666666666666,0.6826666666666666,230484.0,0.543,0.0020800666666666,0.2986666666666667,-9.701666666666666,0.0611666666666666,156.46133333333333,0.5843333333333334,56.66666666666666,7,1,459
460,children's choir,0.6677666666666667,0.3978030303030302,217096.8,0.4325030303030303,0.1421801955757576,0.1989545454545455,-12.633696969696969,0.16135,102.92395757575756,0.3476087878787879,33.18181818181818,0,1,460
461,children's folk,0.6488535681511471,0.679407273954116,128421.86908232118,0.3572377530364373,0.0017414555777327,0.230290290148448,-11.1514049122807,0.0901543117408907,114.35098446693658,0.6940088933873143,40.31574898785425,2,1,461
462,children's music,0.5703935256989836,0.6743793856096053,240021.3160485526,0.4235331876545433,0.0221564440950553,0.195025495259986,-10.961225067277748,0.1464824512430801,115.0834175143086,0.6553065911655755,42.39168863227746,0,1,462
463,children's story,0.53525,0.6535,425403.0,0.36,2.675e-07,0.09645,-14.99775,0.4086,87.61200000000001,0.5707500000000001,33.75,11,1,463
464,chilean hardcore,0.0572166666666666,0.6305555555555556,295830.44444444444,0.7487777777777778,0.0036203888888888,0.1238111111111111,-7.7440000000000015,0.0642777777777778,138.28411111111114,0.6677777777777776,54.33333333333334,11,1,464
465,chilean indie,0.5619966666666666,0.6099444444444444,302129.0555555556,0.4866666666666666,0.0475973477777777,0.1318555555555555,-10.533111111111111,0.0575166666666666,114.7401111111111,0.4839444444444444,47.0,4,0,465
466,chilean rock,0.3166387012987013,0.5220526695526696,327723.6962481963,0.5850685425685426,0.0409279902453102,0.1339178932178931,-9.807614718614715,0.0502847763347763,112.48667243867244,0.5593520923520923,46.3030303030303,4,0,466
467,chill beats,0.000772,0.544,292950.0,0.833,0.812,0.491,-5.46,0.0275,109.996,0.211,49.0,10,1,467
468,chill guitar,0.98227950310559,0.4066128364389234,184556.9068322981,0.0983577639751552,0.9329668737060042,0.1329935817805383,-23.70680952380953,0.041283850931677,93.05801242236028,0.2821755693581781,52.5776397515528,4,1,468
469,chill lounge,0.9285,0.5385,145440.0,0.5605,0.00028581,0.2785,-8.872499999999997,0.095,125.5515,0.7759999999999999,0.5,8,1,469
470,chillhop,0.5342764970760235,0.7124794398276392,158628.16365035393,0.4242411172668514,0.3859485598676515,0.1883393351800554,-10.919580517082178,0.1483720313942751,99.01351823638046,0.5077812434595258,57.96366574330563,6,1,470
471,chillstep,0.1592178914141414,0.5353377525252524,264998.2825126262,0.6301916035353535,0.1319398437815656,0.1240342803030303,-6.875027777777777,0.076964457070707,134.094273989899,0.2063592171717172,56.97380050505051,9,0,471
472,chillwave,0.2507608809565765,0.5746515591741022,241755.1631838451,0.6441467189251973,0.3351662798285725,0.1857014575515058,-7.656914905692497,0.0616883363764612,117.51169898939732,0.4610777744302979,51.64958344143832,2,1,472
473,chinese audiophile,0.7891428571428571,0.5287857142857143,243507.5,0.2611571428571428,0.0008806628571428,0.1498499999999999,-12.523714285714288,0.0373357142857142,130.95192857142857,0.4187142857142857,47.64285714285714,7,1,473
474,chinese classical,0.918,0.389,241933.0,0.447,0.904,0.0878,-18.247,0.0439,130.27,0.197,0.0,2,1,474
